PRCP,TMAX,TMIN,
1.06,51,44,1
0.23,54,45,1
0,49,39,0
0,44,34,0
0,40,29,0
0.04,53,37,1
0,50,43,0
0.19,55,41,1
0.18,54,42,1
0.06,47,38,1
1.13,51,45,1
0.26,49,39,1
0,50,37,0
0.11,46,39,1
0.08,48,38,1
0.17,50,42,1
0.74,47,42,1
0.31,47,41,1
0.12,50,41,1
0.49,52,43,1
0,56,51,0
0.18,55,37,1
0.02,43,32,1
0,34,17,0
0,25,14,0
0.12,27,16,1
0.14,35,25,1
0.28,42,34,1
0.18,47,39,1
1.13,53,45,1
0.57,50,45,1
0.23,50,41,1
0.55,52,42,1
0.54,49,42,1
0.15,45,40,1
0,43,36,0
0.1,45,40,1
0.12,50,42,1
0.34,53,42,1
0,48,38,0
0,46,35,0
0,41,34,0
0.27,41,34,1
0.44,48,41,1
1.36,48,45,1
0.6,51,43,1
0.01,52,37,1
0.61,50,42,1
0.01,51,41,1
0,45,39,0
0,48,34,0
0.2,42,37,1
0.01,44,38,1
0,45,32,0
0,44,30,0
0.02,46,36,1
0.01,48,39,1
0.14,48,40,1
0,44,33,0
0.02,42,33,1
0.1,35,29,1
0.19,40,32,1
0.67,38,32,1
0,40,31,0
0,43,30,0
0.45,47,35,1
0.47,39,34,1
0,46,36,0
0.39,47,41,1
0,53,35,0
0.29,46,38,1
0.35,45,37,1
0,56,40,0
0,55,36,0
0.06,45,36,1
0.06,48,38,1
0.04,47,37,1
0.02,50,42,1
0.01,46,39,1
0.24,49,40,1
0.11,55,46,1
0,52,40,0
0.01,46,33,1
0.01,49,36,1
0,51,34,0
0,51,41,0
0.03,50,39,1
0.17,50,42,1
0.02,50,41,1
0.3,48,37,1
0.06,49,34,1
0.17,48,36,1
0.13,49,39,1
0.03,45,32,1
0,45,31,0
0,54,40,0
0,59,43,0
0.07,54,45,1
0.34,49,39,1
0,49,33,0
0.27,56,31,1
0.44,51,39,1
0,50,33,0
0.16,49,39,1
0,55,40,0
0.3,49,38,1
0.02,52,39,1
0.2,49,40,1
0.26,50,41,1
0.21,49,38,1
0.35,50,41,1
0.57,52,44,1
0.18,58,41,1
0.05,55,41,1
0.04,58,34,1
0.02,54,41,1
0.02,49,38,1
0,52,38,0
0,60,37,0
0,67,43,0
0,73,48,0
0,63,45,0
0,52,45,0
0,55,44,0
0,54,40,0
0.32,45,39,1
0.11,53,39,1
0.28,52,41,1
0.25,51,41,1
0,55,42,0
0,62,38,0
0,69,40,0
0.02,69,43,1
0,59,47,0
0,52,44,0
0,58,44,0
0.08,57,44,1
0.37,55,44,1
0.21,50,43,1
0.27,58,48,1
1.06,58,51,1
0.31,55,43,1
0.25,55,38,1
0.06,54,40,1
0,55,38,0
0.13,53,41,1
0,59,37,0
0,67,39,0
0,73,42,0
0,59,46,0
0,60,46,0
0.26,54,44,1
0,62,38,0
0,81,47,0
0,80,56,0
0.49,56,48,1
0.27,49,45,1
0,58,42,0
0.08,56,43,1
0,60,40,0
0,58,46,0
0,65,41,0
0,62,48,0
0,73,46,0
0,78,49,0
0,63,50,0
0.03,59,47,1
0.03,59,47,1
0,60,48,0
0,63,46,0
0,62,45,0
0,68,45,0
0,76,49,0
0,83,51,0
0.08,63,52,1
0,67,53,0
0.46,60,54,1
0,66,52,0
0,65,51,0
0,63,49,0
0.53,61,48,1
0.02,59,47,1
0.02,62,47,1
0.33,65,52,1
0,65,52,0
0,65,48,0
0,63,50,0
0,67,46,0
0.15,58,51,1
0,67,50,0
0,80,52,0
0,85,58,0
0,73,56,0
0.01,64,55,1
0,70,52,0
0.08,71,53,1
0.06,71,55,1
0,66,54,0
0,67,48,0
0.08,65,52,1
0,69,53,0
0,70,52,0
0,77,53,0
0,72,52,0
0.23,67,53,1
0.25,65,52,1
0.03,69,51,1
0.21,66,52,1
0.15,62,51,1
0,69,51,0
0,75,53,0
0,86,59,0
0,84,57,0
0,83,59,0
0,72,56,0
0,71,55,0
0,76,53,0
0,76,53,0
0,83,53,0
0,87,54,0
0,89,59,0
0,88,59,0
0,87,61,0
0,87,59,0
0,92,62,0
0.06,68,58,1
0,71,59,0
0,74,57,0
0,74,54,0
0,68,50,0
0,70,48,0
0,75,51,0
0,86,61,0
0,93,58,0
0,72,54,0
0,70,51,0
0,74,49,0
0.09,70,58,1
0,73,54,0
0,81,50,0
0,82,59,0
0,80,60,0
0,78,51,0
0,73,51,0
0,67,50,0
0,69,56,0
0,74,50,0
0,77,53,0
0,72,57,0
0,67,54,0
0,70,55,0
0,68,52,0
0,69,48,0
0,75,50,0
0,68,58,0
0,72,57,0
0,71,54,0
0,73,54,0
0,78,48,0
0.07,61,57,1
0,66,54,0
0,69,51,0
0,73,46,0
0.02,69,46,1
0.42,62,51,1
0,69,52,0
0,77,51,0
0.02,67,54,1
0.5,62,51,1
0.36,59,54,1
0.06,64,51,1
0.17,58,49,1
0,64,47,0
0,71,47,0
0,73,48,0
0,65,54,0
0,73,52,0
0,71,50,0
0,65,54,0
0.69,62,51,1
0.06,63,51,1
0,72,45,0
0.45,65,55,1
0.79,62,53,1
0.21,60,53,1
0.06,63,52,1
0.02,62,51,1
0,66,44,0
0.09,60,52,1
0.16,60,51,1
0.81,57,51,1
0.15,62,47,1
0,59,47,0
0,59,47,0
0,63,48,0
0,65,45,0
0,65,45,0
0,64,47,0
0,60,51,0
0,55,48,0
0,57,44,0
0.04,55,44,1
0.36,57,47,1
0.11,53,41,1
0.74,53,42,1
0.12,61,49,1
0.08,61,51,1
0,59,47,0
0.01,64,49,1
0,59,48,0
0,59,41,0
0,61,44,0
0,58,44,0
0.26,57,50,1
0.19,53,49,1
0.06,53,49,1
0.21,61,50,1
0.18,61,53,1
0.24,63,51,1
0,59,47,0
0,61,45,0
0.05,51,46,1
0.02,54,41,1
0,52,38,0
0,53,34,0
0,59,40,0
0,55,41,0
0.2,55,44,1
0.76,51,43,1
0,49,35,0
0,51,33,0
0,50,34,0
0,52,32,0
0,55,37,0
0,44,39,0
0,48,35,0
0.37,51,35,1
0.08,45,32,1
0,40,29,0
0.03,44,30,1
0.08,42,28,1
0,36,27,0
1.04,45,32,1
0.31,52,44,1
0.55,54,44,1
3.41,53,46,1
0.39,53,44,1
0.38,58,44,1
0.09,58,54,1
0.28,57,45,1
0.02,49,40,1
0,48,36,0
0,51,31,0
0.1,53,42,1
0.05,50,40,1
0,50,38,0
0,47,36,0
0.25,49,40,1
0.05,46,36,1
0,43,32,0
0,40,28,0
0.24,43,30,1
0,48,36,0
0,44,31,0
0.22,43,33,1
0.24,54,42,1
0.96,56,42,1
0.46,46,35,1
0.05,40,33,1
1.34,51,38,1
1.6,53,43,1
0.07,44,36,1
0.02,52,41,1
0.09,54,43,1
0.01,51,41,1
0.35,43,34,1
0,38,32,0
0,36,29,0
0.15,49,34,1
0.42,46,38,1
0,41,37,0
0,46,35,0
0,45,36,0
0,41,35,0
0.09,35,30,1
0.22,38,33,1
0,37,28,0
0,36,25,0
0,34,30,0
0,35,25,0
0,36,26,0
0.09,40,34,1
0.08,41,37,1
0.31,40,36,1
0.08,37,32,1
0,41,31,0
0.18,35,29,1
0,37,32,0
0.08,36,32,1
0,41,33,0
0.19,41,32,1
0.11,38,34,1
0.04,40,36,1
0,43,33,0
0,43,31,0
0,37,31,0
0,45,34,0
0,46,39,0
0.12,46,35,1
0.91,42,35,1
0.64,47,41,1
0.54,48,42,1
0.15,48,41,1
0.06,48,39,1
1.23,54,38,1
0.56,59,48,1
0.04,57,41,1
0.07,61,46,1
0.15,52,44,1
0.1,47,38,1
0.08,49,39,1
0.04,53,45,1
0.13,51,41,1
1.54,52,42,1
0.02,52,40,1
0.51,51,42,1
0.02,46,41,1
0,49,39,0
0,46,38,0
0.42,48,38,1
0.14,47,37,1
0.6,50,41,1
0,47,38,0
0,45,35,0
0,47,31,0
0,47,36,0
0,49,32,0
0.26,47,36,1
0,47,34,0
0,45,32,0
0,47,29,0
0,39,31,0
0,41,29,0
0,38,27,0
0,40,25,0
0,41,27,0
0,43,26,0
0,41,29,0
0,37,28,0
0.16,36,24,1
0.18,39,29,1
0.25,46,34,1
0.05,51,37,1
0.42,52,36,1
0.42,41,34,1
0.08,43,34,1
0.17,44,35,1
0,50,34,0
0,51,34,0
0.01,45,36,1
0.31,46,32,1
0.14,51,38,1
0.09,45,38,1
0.03,54,42,1
0,53,40,0
0,59,37,0
0,62,40,0
0,48,40,0
0,59,39,0
0,59,39,0
0,66,41,0
0,64,43,0
0.06,58,41,1
0.16,58,40,1
0.14,51,42,1
0.65,51,42,1
0.45,48,40,1
0.31,51,39,1
0.04,56,43,1
0.02,61,49,1
0,64,44,0
0,68,45,0
0,60,46,0
0,68,43,0
0,68,47,0
0.05,64,42,1
0,53,39,0
0.08,59,36,1
0.2,51,40,1
0.1,53,38,1
0.32,55,41,1
0.52,46,36,1
0.01,48,35,1
0,52,34,0
0.16,51,41,1
0.3,52,40,1
0.33,51,41,1
0.39,51,38,1
0.06,49,35,1
0.09,51,36,1
0.09,54,41,1
0.07,52,41,1
0.04,58,40,1
0,66,40,0
0,72,49,0
0.01,63,46,1
0,57,46,0
0,66,43,0
0,62,48,0
0,57,46,0
0.01,56,44,1
0.03,55,45,1
0,65,48,0
0.66,61,50,1
0.01,59,43,1
0,61,40,0
0,76,47,0
0.38,67,52,1
0.28,62,51,1
0.2,59,46,1
0.09,61,45,1
0,59,45,0
0.08,60,41,1
0.05,57,42,1
0.2,53,40,1
0,58,41,0
0.49,52,42,1
0.06,57,40,1
0,53,39,0
0.04,59,37,1
0,63,43,0
0.05,58,45,1
0.13,62,45,1
0.11,63,46,1
0,60,46,0
0,68,46,0
0.05,67,48,1
0.12,63,50,1
0,64,48,0
0,75,51,0
0,76,56,0
0,66,53,0
0,73,48,0
0,75,51,0
0,64,48,0
0,66,48,0
0,72,46,0
0,77,52,0
0,74,51,0
0,70,50,0
0,78,51,0
0,73,53,0
0.39,62,52,1
0.06,63,51,1
0.07,64,49,1
0,65,46,0
0,62,46,0
0.16,60,44,1
0,59,43,0
0,64,45,0
0,74,48,0
0,82,53,0
0.02,66,53,1
0,65,50,0
0,69,46,0
0,73,49,0
0,80,53,0
0,69,51,0
0,65,52,0
0,65,50,0
0,71,49,0
0,76,52,0
0,79,52,0
0,87,58,0
0,94,59,0
0,80,59,0
0,77,51,0
0,73,48,0
0,67,46,0
0,80,49,0
0,82,52,0
0,76,58,0
0,79,55,0
0,86,52,0
0,90,56,0
0,86,55,0
0,84,57,0
0,82,53,0
0,80,52,0
0,79,51,0
0,64,51,0
0,73,49,0
0,79,51,0
0,84,51,0
0,87,63,0
0,88,61,0
0,89,57,0
0,94,58,0
0,67,56,0
0,71,57,0
0.02,65,54,1
0,68,54,0
0,70,53,0
0,70,54,0
0,78,55,0
0,83,54,0
0,87,55,0
0,98,66,0
0,99,59,0
0,75,56,0
0,67,54,0
0,75,56,0
0,66,55,0
0.27,68,49,1
0.02,65,50,1
0.03,66,53,1
0,74,58,0
0,76,58,0
0.02,70,54,1
0,71,53,0
0.43,59,48,1
0,66,45,0
0.6,59,52,1
0.04,67,52,1
0.09,59,54,1
0.35,65,49,1
0,67,50,0
0.02,66,51,1
0.01,61,53,1
0,69,57,0
0.02,65,50,1
0,59,47,0
0,66,41,0
0.21,73,50,1
0.5,61,52,1
0,64,49,0
0,63,47,0
0,67,45,0
0,77,52,0
0,82,53,0
0,75,53,0
0,82,53,0
0.01,65,55,1
0,67,56,0
0,65,52,0
0,64,52,0
0,56,50,0
0,58,50,0
0,67,51,0
0.08,60,52,1
0,61,46,0
0,64,39,0
0.21,60,44,1
0,63,51,0
0.15,66,52,1
0.01,61,51,1
0,66,52,0
0,69,49,0
0,70,45,0
0,72,50,0
0,72,46,0
0,68,48,0
0,64,47,0
0,57,50,0
0,66,47,0
0,67,46,0
0.46,68,54,1
0.24,59,44,1
0,55,40,0
0,55,35,0
0,60,43,0
0.41,56,43,1
0,58,41,0
0,58,42,0
0,62,48,0
0,66,52,0
0,55,50,0
0,65,47,0
0,65,44,0
0.02,55,49,1
0,60,52,0
0.13,57,52,1
0.36,65,52,1
1.24,60,51,1
0.09,59,49,1
0.42,58,47,1
0.19,53,45,1
0.24,53,46,1
0.02,55,41,1
0,53,35,0
0.23,48,40,1
0.17,58,47,1
0.08,55,46,1
0.32,50,44,1
0,51,39,0
0,54,37,0
0,65,42,0
0,54,35,0
0,55,35,0
0.04,53,39,1
0.07,48,34,1
0.83,53,44,1
0.01,54,40,1
0.09,54,37,1
0.78,50,39,1
0.03,47,39,1
0.53,52,40,1
0.06,55,46,1
0.54,55,43,1
0.05,51,42,1
0.7,49,44,1
1.64,44,31,1
0.05,39,33,1
0.26,45,33,1
0.87,49,40,1
0.96,50,41,1
0.09,46,36,1
0,45,30,0
0,39,27,0
0,50,27,0
0,53,42,0
0.03,53,47,1
0.02,53,44,1
0.01,47,43,1
0.2,47,34,1
0,42,31,0
0,40,30,0
0,43,25,0
0,44,30,0
0,43,25,0
0,46,28,0
0.12,47,31,1
1.16,45,36,1
0.01,60,43,1
0.22,49,42,1
0,45,36,0
0,51,33,0
0.04,44,31,1
0.21,47,38,1
1.23,51,42,1
0.01,49,38,1
0,46,38,0
0,45,34,0
0,42,32,0
0,48,31,0
0.12,44,31,1
0.25,44,36,1
0.05,43,38,1
0,41,34,0
0,35,29,0
0.02,33,27,1
0.01,36,32,1
0.07,42,33,1
0,42,33,0
0,41,25,0
0,39,25,0
0.83,44,36,1
0.91,52,42,1
0.29,46,42,1
0.07,58,41,1
0.46,49,41,1
0.07,54,44,1
0.2,57,44,1
0.32,50,42,1
0.02,47,40,1
0.34,50,42,1
0.42,57,47,1
0.88,54,46,1
0,49,38,0
0.8,50,42,1
0,55,39,0
0,60,42,0
0,58,35,0
0,52,29,0
0,37,28,0
0.12,42,28,1
0,47,36,0
0,49,30,0
0,56,37,0
0,49,27,0
0.23,41,33,1
0.77,51,39,1
0.64,54,44,1
0.34,52,45,1
0.56,50,41,1
0.01,52,42,1
0.41,48,42,1
0.16,54,44,1
0.96,57,48,1
0.57,53,42,1
0.08,51,38,1
0.15,51,41,1
0.24,55,42,1
0.01,50,41,1
0.06,54,39,1
0.13,47,36,1
0.79,46,39,1
0.58,48,39,1
0.51,44,39,1
0.12,44,36,1
0.04,48,38,1
0.03,44,36,1
0.13,51,43,1
0.73,54,48,1
0.8,51,41,1
0,50,37,0
0,51,39,0
1.55,47,34,1
0.1,40,35,1
0.03,43,34,1
0.21,45,36,1
0.15,49,39,1
0.05,49,36,1
0.2,44,32,1
0.21,42,32,1
0.01,42,23,1
0.14,46,34,1
0.07,46,38,1
0,53,36,0
0.29,55,37,1
0.02,52,36,1
0.26,47,36,1
0.35,45,36,1
0.56,50,36,1
0.7,48,41,1
0.35,61,47,1
0.11,58,44,1
0,55,41,0
0.01,56,43,1
0,59,43,0
0.22,54,41,1
0.1,52,38,1
0,55,34,0
0.33,55,45,1
0.25,54,42,1
0.02,56,41,1
0.01,55,43,1
0.19,50,39,1
0,52,34,0
0,58,35,0
0,60,38,0
0.01,57,37,1
0,55,45,0
0.31,54,46,1
0.07,55,48,1
0.24,51,39,1
0,53,34,0
0,53,33,0
0,58,42,0
0,62,35,0
0.19,53,43,1
0,53,42,0
0,55,40,0
0.07,52,42,1
0.3,50,41,1
0.01,56,40,1
0.02,52,37,1
0.07,53,41,1
0.03,64,42,1
0,50,36,0
0,47,34,0
0,48,33,0
0.12,50,30,1
0.22,52,41,1
0.09,43,38,1
0.08,48,38,1
0.01,56,42,1
0,54,43,0
0,55,39,0
0,62,37,0
0.17,64,49,1
0.35,55,50,1
0,60,49,0
0.8,59,45,1
0.03,56,42,1
0.06,51,39,1
0.6,47,39,1
0.09,54,39,1
0,58,38,0
0,58,45,0
0.32,55,46,1
0.21,56,47,1
0.05,57,41,1
0,61,38,0
0,59,44,0
0,52,44,0
0.01,59,45,1
0,66,42,0
0,70,45,0
0,76,44,0
0,79,49,0
0,85,52,0
0,66,50,0
0,62,48,0
0.17,61,48,1
0.25,63,47,1
0,68,43,0
0,72,46,0
0.37,54,49,1
0.08,62,48,1
0,66,46,0
0.03,68,51,1
0,63,51,0
0,71,50,0
0,83,54,0
0,82,56,0
0,77,52,0
0,75,53,0
0.01,69,53,1
0.34,59,50,1
0,67,49,0
0.08,68,47,1
0.03,60,48,1
0.07,69,46,1
0,66,52,0
0,69,47,0
0,83,49,0
0,84,58,0
0,86,59,0
0,88,61,0
0,90,64,0
0,74,57,0
0,71,55,0
0,67,52,0
0,72,51,0
0,81,51,0
0,82,54,0
0,85,53,0
0,70,55,0
0,66,53,0
0,71,50,0
0,70,51,0
0.01,66,53,1
0,73,50,0
0.01,74,53,1
0,75,54,0
0,80,52,0
0.04,75,55,1
0.64,68,54,1
0,68,52,0
0,73,54,0
0,75,53,0
0,81,54,0
0,82,54,0
0,93,63,0
0,97,66,0
0,93,61,0
0,78,58,0
0,80,55,0
0,75,59,0
0,79,57,0
0,82,57,0
0,84,56,0
0,84,57,0
0,79,58,0
0.06,74,56,1
0,69,54,0
0,71,53,0
0,81,56,0
0,85,56,0
0,70,55,0
0,69,54,0
0,77,53,0
0,82,52,0
0,79,53,0
0,83,52,0
0,86,57,0
0,88,58,0
0,80,61,0
0,77,59,0
0,80,56,0
0,82,56,0
0,79,54,0
0,77,55,0
0,89,55,0
0,93,60,0
0,88,61,0
0,86,64,0
0,83,57,0
0.02,72,57,1
0,74,58,0
0,78,54,0
0,83,57,0
0,87,61,0
0,82,55,0
0,83,56,0
0,85,56,0
0,77,55,0
0,73,55,0
0,76,51,0
0.02,66,54,1
0,76,53,0
0,80,53,0
0,81,55,0
0.22,74,57,1
0.56,72,56,1
0.01,70,55,1
0,69,54,0
0,65,52,0
0,74,59,0
0.09,68,53,1
0,69,48,0
0,68,50,0
0,73,45,0
0,70,47,0
0,70,50,0
0,76,48,0
0,85,56,0
0,86,60,0
0,70,53,0
0.01,69,53,1
0,69,55,0
0,68,49,0
0.01,68,53,1
0,65,47,0
0.06,60,48,1
0.07,62,45,1
0,65,43,0
0,66,42,0
0,71,42,0
0,65,45,0
0,63,42,0
0.09,70,47,1
0.11,60,46,1
0,60,39,0
0.01,56,46,1
0,64,48,0
0,68,45,0
0,72,44,0
0,70,44,0
0.13,64,49,1
0.01,59,46,1
0.14,54,41,1
0,57,39,0
0.46,59,46,1
0.24,55,44,1
0.28,55,43,1
0.22,61,48,1
0,75,56,0
0,80,55,0
0,69,51,0
0.08,55,45,1
0,56,36,0
0,61,39,0
0.02,58,38,1
0.24,51,37,1
0,49,39,0
0.32,46,38,1
0.18,58,44,1
0,55,43,0
0.56,56,45,1
0.22,53,43,1
0.09,51,42,1
0.04,51,39,1
0,50,34,0
0,55,43,0
0.04,48,33,1
0.19,48,33,1
0.15,46,33,1
0,53,39,0
0,50,33,0
0,55,31,0
0,54,37,0
0,59,34,0
0,62,38,0
1.17,53,43,1
0.56,54,44,1
0,49,39,0
0,52,34,0
0.01,52,40,1
0,49,35,0
0,43,28,0
0,44,24,0
0.03,44,26,1
0.23,44,36,1
0.01,40,30,1
0,36,26,0
0.62,44,34,1
0.53,49,38,1
0.12,40,35,1
0,40,30,0
0,37,23,0
0.02,47,36,1
0.06,55,42,1
0.74,50,46,1
0.02,53,43,1
0.21,53,46,1
0,53,39,0
0.02,45,40,1
0,46,36,0
0.21,50,40,1
0,46,36,0
0.01,41,31,1
0.11,41,34,1
0.03,40,30,1
0,38,28,0
0,33,24,0
0,30,23,0
0.02,34,29,1
0.5,35,31,1
0,38,34,0
0.25,43,35,1
0.94,43,34,1
0.21,45,35,1
0.34,41,36,1
0.45,52,38,1
0.41,51,40,1
0,42,36,0
0.81,47,39,1
0.34,51,46,1
0.21,50,33,1
0,38,33,0
0,42,33,0
0.14,44,34,1
0.11,51,39,1
0.21,50,41,1
0,49,40,0
0,47,35,0
0,42,32,0
1.28,49,35,1
0.23,49,42,1
0,45,36,0
0.33,46,36,1
0.12,51,37,1
0,51,48,0
0.01,49,43,1
0,48,40,0
0,47,31,0
0,39,29,0
0.1,34,31,1
0,40,32,0
0.06,42,32,1
0,41,31,0
0.09,42,38,1
0.02,38,31,1
0,36,25,0
0,30,20,0
0,28,16,0
0,33,13,0
0,37,19,0
0,37,23,0
0.1,44,34,1
0.03,47,41,1
0.06,49,44,1
0,53,43,0
0,55,35,0
0,52,31,0
0,50,34,0
0,57,36,0
0,63,40,0
0,64,48,0
0,54,47,0
0.01,53,41,1
0,51,34,0
0.16,49,43,1
0.13,57,43,1
0.19,55,43,1
0.28,54,42,1
0.23,47,43,1
0,50,40,0
0.17,59,39,1
0.26,51,42,1
0.15,51,41,1
0.04,53,38,1
0,54,40,0
0.07,53,43,1
0,53,41,0
0,48,40,0
0,45,32,0
0,50,29,0
0.18,45,35,1
0.04,41,28,1
0,37,25,0
0,37,22,0
0,36,18,0
0,39,20,0
0.38,34,30,1
0.09,39,31,1
0,37,29,0
0.04,34,30,1
0.76,42,33,1
0.4,52,40,1
0,53,39,0
0,51,33,0
0.08,49,33,1
0.03,47,33,1
0.02,41,33,1
0,49,32,0
0,49,29,0
0,57,29,0
0,61,33,0
0.08,61,42,1
0.12,57,41,1
0,56,36,0
0.09,46,40,1
0.01,48,40,1
0.05,50,37,1
0.11,44,33,1
0.13,50,38,1
0.06,48,41,1
0.7,54,42,1
0.05,55,43,1
0.03,53,42,1
0.01,45,35,1
0,52,29,0
0,64,38,0
0,67,38,0
0,63,38,0
0,54,40,0
0,51,40,0
0,53,44,0
0.33,52,45,1
0.07,57,44,1
0.2,55,44,1
0,54,43,0
0.12,56,40,1
0,54,40,0
0,53,38,0
0,59,36,0
0,70,39,0
0,68,44,0
0,67,46,0
0.02,58,43,1
0,65,37,0
0,68,41,0
0,77,42,0
0.04,59,44,1
0,54,41,0
0,62,46,0
0,66,44,0
0,68,46,0
0.24,54,43,1
0,57,40,0
0.23,53,41,1
0.61,50,38,1
0.05,49,36,1
0,55,39,0
0.12,54,40,1
0.04,52,45,1
0.13,56,44,1
0.11,52,37,1
0,56,33,0
0,55,41,0
0.04,48,38,1
0.01,57,33,1
0.27,52,45,1
0.08,57,46,1
0,60,45,0
0,59,44,0
0.01,59,41,1
0,59,45,0
0,62,44,0
0.01,57,46,1
0,67,42,0
0,60,46,0
0,59,44,0
0,57,43,0
0,60,45,0
0,61,45,0
0.03,55,47,1
0.7,49,45,1
0.29,51,46,1
0.05,56,47,1
0,61,49,0
0.01,63,48,1
0.04,60,47,1
0,59,45,0
0,61,44,0
0,62,46,0
0,67,45,0
0.2,60,44,1
0.01,61,42,1
0.1,52,41,1
0,60,45,0
0,66,42,0
0,74,46,0
0.02,65,51,1
0,61,46,0
0,63,48,0
0,72,44,0
0,56,46,0
0.12,63,48,1
0.01,75,49,1
0,77,51,0
0,69,50,0
0,68,54,0
0,71,53,0
0,77,51,0
0,77,53,0
0,80,54,0
0,81,54,0
0,85,56,0
0,81,56,0
0,78,55,0
0.21,64,54,1
0.01,73,54,1
0,78,55,0
0,78,53,0
0,67,52,0
0.02,69,51,1
0,72,48,0
0,72,49,0
0.24,62,51,1
0.27,62,50,1
0.12,67,51,1
0,75,52,0
0,75,53,0
0,61,52,0
0,70,52,0
0,72,52,0
0,64,49,0
0.02,64,53,1
0,69,52,0
0,68,53,0
0.02,72,52,1
0,68,49,0
0,69,50,0
0,73,48,0
0,79,50,0
0,82,56,0
0,84,55,0
0,87,58,0
0,85,56,0
0,85,56,0
0,88,58,0
0,88,59,0
0,88,59,0
0,81,52,0
0,81,53,0
0,74,53,0
0,63,52,0
0.15,69,54,1
0.31,61,53,1
0.61,60,51,1
0.12,65,55,1
0.26,64,55,1
0.2,69,54,1
0,72,54,0
0,74,50,0
0,72,53,0
0,78,55,0
0.07,70,54,1
0,72,51,0
0,82,50,0
0,84,55,0
0.02,75,56,1
0.06,72,55,1
0.04,66,56,1
0,76,59,0
0,74,57,0
0,66,51,0
0,70,48,0
0,77,49,0
0,80,54,0
0,68,53,0
0.03,65,51,1
0,63,47,0
0.09,67,53,1
0,75,50,0
0,80,51,0
0,79,51,0
0,71,50,0
0,70,51,0
0,79,50,0
0,83,50,0
0,84,52,0
0,74,52,0
0,70,52,0
0,76,47,0
0.16,76,46,1
0.56,60,47,1
0,65,46,0
0.05,65,44,1
0.36,65,50,1
0.05,67,52,1
0,68,45,0
0,70,45,0
0,75,51,0
0,72,50,0
0,67,58,0
0,64,54,0
0,62,56,0
0,59,53,0
0,65,52,0
0,73,48,0
0,71,47,0
0,61,54,0
0.34,64,51,1
0.77,58,50,1
0.02,64,50,1
0,74,51,0
0,72,50,0
0.13,72,50,1
0.07,61,48,1
0,59,44,0
0,60,41,0
0.52,58,46,1
0.71,53,43,1
1.16,55,46,1
0.88,55,43,1
0.06,55,41,1
0.15,57,45,1
0.11,62,49,1
0.07,61,46,1
0,56,43,0
0,57,42,0
0,56,38,0
0,52,41,0
0.07,51,40,1
0,58,48,0
0,59,46,0
0.01,65,54,1
0.07,61,50,1
0,57,46,0
0,63,45,0
0,58,47,0
0.15,57,49,1
0,65,46,0
0,66,48,0
0,62,49,0
0,54,52,0
0,54,51,0
0,56,47,0
0,63,45,0
0.02,57,46,1
0.58,54,48,1
0.12,55,46,1
0,60,43,0
0.16,57,40,1
0,51,45,0
0.22,56,46,1
1.08,50,45,1
0.3,50,44,1
0.25,52,39,1
0.18,54,43,1
0,52,44,0
0.21,50,42,1
0,48,41,0
0.19,48,41,1
0,50,36,0
1.23,57,47,1
0.24,54,44,1
0,49,41,0
0,46,38,0
0,47,34,0
1.18,55,39,1
1.46,55,41,1
0.52,46,41,1
0.07,47,37,1
0,40,30,0
0.28,43,30,1
1.05,44,38,1
0.25,46,32,1
0.19,45,38,1
0.01,45,36,1
0.18,45,37,1
0.23,50,41,1
0,54,43,0
0,55,43,0
0,49,43,0
0,46,41,0
0,41,38,0
0,46,33,0
0.18,55,31,1
0.26,50,42,1
0.86,56,45,1
0.62,57,45,1
0.05,50,43,1
0,47,40,0
0.07,44,41,1
0.06,46,41,1
0,50,37,0
0.1,47,37,1
0,42,30,0
0,38,28,0
0,36,22,0
0,36,26,0
0,36,24,0
0.06,44,31,1
0.13,47,40,1
1,50,44,1
0.97,53,45,1
0,51,45,0
0.76,50,46,1
0.39,52,44,1
0.01,50,41,1
0,42,34,0
0,38,32,0
0,37,33,0
0,35,31,0
0.05,46,32,1
0.2,40,29,1
0,29,16,0
0,24,12,0
0,29,13,0
0.01,31,24,1
0.05,38,30,1
0.05,42,37,1
0,43,38,0
0,41,36,0
0,42,27,0
0,38,24,0
0,40,26,0
0,36,26,0
0,42,32,0
0,45,27,0
0,36,31,0
0,44,30,0
0,38,24,0
0,37,24,0
0,35,27,0
0,33,21,0
0,32,26,0
0.73,34,30,1
0.05,42,32,1
1.32,55,35,1
0.34,58,52,1
0.62,60,49,1
0.05,60,48,1
0.17,62,49,1
0,66,46,0
0,68,47,0
0,60,43,0
0,65,44,0
0,62,35,0
0,66,35,0
0.09,52,43,1
0,55,40,0
0.2,49,41,1
0.01,54,42,1
0.18,49,41,1
0.25,53,43,1
0.28,55,46,1
0,54,40,0
0,56,38,0
0,48,36,0
0,43,39,0
0,43,38,0
0.68,51,41,1
0.02,53,39,1
0,50,36,0
0.1,50,41,1
0.03,45,38,1
0.11,46,36,1
0,49,32,0
0,49,30,0
0,51,34,0
0,52,28,0
0,57,33,0
0,58,32,0
0,54,32,0
0,50,40,0
0.03,48,34,1
0,51,34,0
0,49,34,0
0.05,49,34,1
0,48,32,0
0.23,45,38,1
0,50,37,0
0.02,49,39,1
0.02,55,41,1
0.02,61,45,1
0.03,64,44,1
0,53,42,0
0.05,47,40,1
0.08,58,38,1
0.08,53,43,1
